Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question,serialno
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধুর,কাজী নজরুল ইসলামের,হুমায়ূন আহমেদের,জীবনানন্দ দাশের,"“জানালা দিয়ে অনেকক্ষণ বাইরে তাকাইয়া ছিলাম। দেখতে চেষ্টা করলাম ‘অন্ধকারের কুপ’, দেখতে পারলাম না। কারণ আমি শরৎচন্দ্র নই। আর তাঁর মত দেখবার ক্ষমতা এবং চিন্তাশক্তিও আমার নাই”। উক্তিটি কার?",68
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,অর্থমন্ত্রী শোয়েব,অর্থমন্ত্রী নাজির,অর্থমন্ত্রী জুনায়েদ,অর্থমন্ত্রী রিয়াজ আহমেদ,১৯৬৬-৬৭ সালে পাকিস্তানের বাজেট কে পেশ করেছিলেন?,69
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,১৩৬ কোটি টাকা,১৩৩ কোটি টাকা,৫০০ কোটি টাকা,২২৫ কোটি টাকা,১৯৬৫-৬৬ অর্থবছরে দেশরক্ষা খাতে কত বরাদ্দ চিল?,70
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,৬৫ শতাংশ,৫০ শতাংশ,৬০ শতাংশ,৩০ শতাংশ,দেশ রক্ষা খাতে ৬৬-৬৭ এর বাজেটের কত শতাংশ ধরা হয়েছিল?,71
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,দেড় লাখ,১ লাখ,১০ লাখ,৫ লাখ,১৯৬৬ সালে সিলেটে বন্যায় কত লক্ষ লোক গৃহহীন হয়েছিল বলে কারাগারের রোজনামচা গ্রন্থে উল্লেখ আছে?,72
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মুরগি,বৈদ্যুতিক পাখা,ইলেকট্রিক পাখা,ফ্যান,‘কারাগারের রোজনামচা’য় বঙ্গবন্ধু বৈদ্যুতিক পাখাকে কী নামে ডেকেছেন?,73
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শেখ রাসেল,শেখ রেহানা,শেখ হাসিনা,শেখ জামাল,বঙ্গবন্ধুর কোন সন্তান জেলের দিকে চেয়ে থাকত আর বলত “আব্বার বাড়ি”?,74
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধু শেখ মুজিবুর রহমান,জমাদার সাহেবের,ফণী মজুমদার,তাজউদ্দীন আহমদের,“যথারীতি আমার গুহার মধ্যে রাতের জন্য শুভাগমন করিয়া তৃপ্তির নিঃশ্বাস ফেললাম” এই বাচনভঙ্গিটা কার?,75
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধু শেখ মুজিবুর রহমান,মাওলানা আব্দুল হামিদ খান ভাসানীর,শামসুল হকের,হোসেন শহীদ সোহরাওয়ার্দী,“আন্দোলন কখনো বাইরে থেকে আমদানি হয় না। বাংলাদেশের লোকের প্রাণ আছে। পারমিটের টাকা দিয়ে গণআন্দোলন হয় না”। এ বিশ্বাস কার?,76
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,কেরামত,আব্দুর রহিম,জাকির মিয়া,নূর হোসেন,১৯৬৬ সালে ঢাকা জেলে অবস্থানকালে বঙ্গবন্ধু শেখ মুজিবুর রহমানের বাবুর্চি ছিলেন কে?,77
কারাগারের রোজনামচা,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মোনায়েম খান,নুরুল আমিন,আইয়ুব খান,ইস্কান্দার মির্জা,১৯৫৪ সালে মুসলিম লীগ পূর্ব বাংলা থেকে বিতাড়িত হয়েছিলেন কোন জন?,78
