Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,হার্ডডিস্ক,রম,র‌্যাম,প্রসেসর,তোমার ডিজিটাল ক্যামেরায় তোলা ছবি সেভ বা সংরক্ষণ করতে কোন ডিভাইসটি ব্যবহার করবে?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,ওয়েব ক্যামেরা ও মাইক্রোফোন,মোবাইল ফোন ও ওয়েব ক্যামেরা,কম্পিউটার ও মাইক্রোফোন,কম্পিউটার ও ওয়েবক্যাম,একসাথে সরাসরি ছবি দেখা ও কথা বলার জন্য কোন কোন ভিভাইস ব্যবহার করা হয়?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,কী-বোর্ড,মাউস,টাচস্ক্রিন,জয়স্টিক,কম্পিউটারে ইনপুট দেওয়ার বহুল ব্যবহৃত যন্ত্র কী?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,ইংরেজি,বাংলা,আরবি,গাণিতিক,সাধারণত কোন ভাষায় কী বোর্ড তৈরি হয়?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মোবাইল,কম্পিউটার,ই-বুক রিডার,ল্যাপটপ,সম্প্রতি বাংলাদেশ সরকার আমদানিকৃত কোন যন্ত্রের কী-বোর্ড বাংল লেআউটে যুক্ত করার এক নির্দেশনা জারি করেছে?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মোবাইল ফোনের কী-বোর্ডে বাংলা লেআউট যুক্ত করার জন্য,সকল কম্পিউটার কী-বোর্ডে বাংলা লেআউট যুক্ত করার জন্য,সকল টাইপ রাইটার যন্ত্রে বাংলা লেআউট যুক্ত করার জন্য,কম্পিউটার কী-বোর্ড ও মোবাইল ফোনের কী-বোর্ডে বাংলা লেআউট যুক্ত করার জন্য,বাংলাদেশ সরকার কী নির্দেশনা জারি করেছে?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,Double,Single,3,4,মাউসের বামদিকের বাটনটি সাধারণত কতবার ক্লিক করলে প্রোগ্রাম ওপেন হয়?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মনিটর,মাউস,কী বোর্ড,মাইক্রোফোন,কোনটি ইনপুট যন্ত্র নয়?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মাইক্রোফোন,কী-বোর্ড,মাউস,ডিভিডি,ইন্টারনেট ভিত্তিক যোগাযোগ-এ কথা বলার ক্ষেত্রে কোন ডিভাইসটির জনপ্রিয়তা লক্ষ করা যায়?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মাউস,স্ক্যানার,হুইল,মাদার বোর্ড,কম্পিউটারের জনপ্রিয় ইনপুট ডিভাইস-
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,তীরের ফলার মতো,আইকনের মতো,লাঙ্গলের ফলার মতো,কাঠির মতো,কম্পিউটারের মনিটরের পর্দায় মাউস দেখতে কেমন?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মাউস,কী-বোর্ড,ওসিআর,ORM,নিচের কোনটি পয়েন্টিং ডিভাইস?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,মাইক্রোফোন,ওয়েবক্যাম,স্ক্যানার,OMR,ভয়েস রিকগনিশনের ক্ষেত্রে ব্যবহার করা হয় কোনটি?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,স্ট্যান্ডার্ড মাউস,USB মাউস,সিরিয়াল পোর্টের মাউস,PS/2 পোর্টের মাউস,সাধারণ ব্যবহারকারিগণ কোন ধরনের মাউস ব্যবহার করে?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,টাচপ্যাড,কী-বোর্ড,নোটপ্যাড,ওয়ার্ড প্যাড,ল্যাপটপে মাউসের কাজ করার জন্য বিল্ট-ইনভাবে কোনটি থাকে?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,টাচপ্যাড,মনিটর,স্ক্রল চক্র,মাইক্রোফোন,ল্যাপটপে কোনটি মাউসের কাজ করে?
কম্পিউটার সংশ্লিষ্ট যন্ত্রপাতি,7,তথ্য ও যোগাযোগ প্রযুক্তি,1,চিত্রভিত্তিক অপারেটিং সিস্টেমে,ডস অপারেটিং সিস্টেমে,বর্ণ ভিত্তিক অপারেটিং সিস্টেমে,বর্ণ ও চিত্র ভিত্তিক অপারেটিং সিস্টেমে,মাউস ব্যবহৃত হয় কোন সিস্টেমে?
